-7.185043767701657E7 140242.0 
-7.224496735969259E7 140246.0 
-7.936689518422955E7 147148.0 
-8.219992428033319E7 148992.0 
-6.789987291043203E7 139080.0 
-7.70885001942589E7 141356.0 
-8.016379601031029E7 148741.0 
-7.690493149256457E7 141302.0 
-7.865634676867785E7 145276.0 
-6.74293447399457E7 137499.0 
-7.998107803005898E7 148432.0 
-7.158512836616649E7 139638.0 
-7.836779512334424E7 142584.0 
-7.279079520076711E7 140937.0 
-6.920892341937217E7 139332.0 
-7.226586700207321E7 140722.0 
-8.291018574444696E7 150761.0 
-6.841739531580858E7 139188.0 
-6.783065349919292E7 138907.0 
