-8.030578084124307E7 347080.0 
-8.227808391961794E7 348082.0 
-8.300953592506851E7 349111.0 
-8.580774542195667E7 350943.0 
-7.558238493817993E7 346306.0 
-8.155216240383358E7 347835.0 
-7.445675576215306E7 346200.0 
-7.719145139645228E7 346777.0 
-7.399947306773533E7 345985.0 
-8.17815675919141E7 347957.0 
-7.749298206009232E7 347014.0 
-8.133103784434715E7 347766.0 
-8.454381003566356E7 349134.0 
-8.11110716925136E7 347510.0 
-8.438351828311154E7 349124.0 
-8.53032240848305E7 349810.0 
-8.26930185055064E7 348122.0 
-8.281216915643613E7 348698.0 
-8.038023427070643E7 347453.0 
-7.826205027994406E7 347070.0 
