-1.0364587416444346E8 107131.0 
-1.045958852043928E8 107695.0 
-1.0370618218160613E8 107243.0 
-1.0455955155808447E8 107671.0 
-1.0412180331199567E8 107359.0 
-1.0466433446837443E8 109189.0 
-1.0433886547668698E8 107602.0 
-1.0472481410939914E8 109675.0 
-1.0423187305239001E8 107515.0 
-1.0346189673135754E8 107092.0 
-1.0466189333272678E8 108427.0 
-1.0438210178658697E8 107651.0 
-1.0279299677137409E8 106828.0 
-1.0299091869320022E8 106929.0 
-1.0358405261892867E8 107114.0 
-1.0288731800076753E8 106911.0 
-1.0468294227768278E8 109213.0 
-1.0460939013013923E8 107754.0 
-1.0472193713337615E8 109411.0 
-1.0313259419200186E8 106953.0 
-1.046499296621092E8 108157.0 
-1.0365445903933935E8 107171.0 
-1.0277218605024402E8 106707.0 
-1.0461038683590421E8 108083.0 
-1.0338532765339395E8 106961.0 
-1.0385392143703826E8 107253.0 
