-1.0214251829023902E8 109494.0 
-1.0336648347002721E8 113895.0 
-1.0320576324941835E8 111089.0 
-1.0148874157904999E8 109055.0 
-1.0305079932830548E8 110038.0 
-1.0124151984183565E8 109050.0 
-1.0324183032733655E8 111766.0 
-1.0329639666884813E8 112490.0 
-1.031690991793039E8 110229.0 
-1.0299310792477219E8 110012.0 
-1.0273461112070332E8 109850.0 
-1.0328788931199914E8 112052.0 
-1.0181309853397031E8 109296.0 
-1.0242385147489007E8 109577.0 
-1.0328622639596917E8 111911.0 
-1.0319566175005497E8 110273.0 
-1.0203411632510416E8 109452.0 
-1.026755510688546E8 109733.0 
-1.0220148206362875E8 109513.0 
-1.0188102217089969E8 109415.0 
