-1.0467491826538675E8 343194.0 
-1.0314228836705723E8 341778.0 
-1.0035383190593635E8 340855.0 
-1.0435438003732455E8 342456.0 
-1.0441484837848254E8 342509.0 
-1.0097610308872202E8 341109.0 
-9.98758699257056E7 340691.0 
-1.0008226488693826E8 340835.0 
-1.0192293429210433E8 341153.0 
-9.858377199622288E7 340370.0 
-9.781372391268066E7 340288.0 
-1.011988757500245E8 341121.0 
-1.033003385969075E8 341857.0 
-9.898556959964634E7 340379.0 
-1.0306266393145037E8 341578.0 
-9.946399659589334E7 340594.0 
-1.037957737181852E8 341926.0 
-1.0261150133466871E8 341417.0 
-9.839219784261176E7 340330.0 
-9.246785833971646E7 339261.0 
-1.0111617579762939E8 341112.0 
-9.549027551047777E7 339755.0 
-9.035492216434208E7 338933.0 
-1.0213480242323315E8 341305.0 
-9.79193446914144E7 340294.0 
-9.44026329381617E7 339585.0 
-1.0002487747234063E8 340746.0 
-1.0310255568358986E8 341581.0 
-9.266718549964489E7 339345.0 
-1.0072005830556728E8 340869.0 
-9.619099635020202E7 339902.0 
-9.358360390001836E7 339480.0 
-9.973058760657364E7 340616.0 
-9.759350416745658E7 340044.0 
-9.113857195500873E7 339096.0 
-1.0089597725803259E8 341049.0 
-9.367294327889606E7 339499.0 
-9.587139783074558E7 339789.0 
-9.724607831545731E7 340036.0 
-9.208695909847003E7 339186.0 
-9.711529061488053E7 339904.0 
-9.777985347867069E7 340197.0 
-9.593285074166779E7 339861.0 
-8.971638584139286E7 338872.0 
-9.7647598720985E7 340133.0 
-9.609141841912648E7 339880.0 
-1.0351087893138425E8 341860.0 
-9.544851305401252E7 339731.0 
-9.204715105809015E7 339113.0 
-9.841402408999707E7 340353.0 
-9.106621296602748E7 339065.0 
-9.049634125187524E7 338938.0 
-9.471974250919974E7 339688.0 
-9.401484021560316E7 339555.0 
-8.970452191734505E7 338771.0 
-9.712056038323814E7 340009.0 
-9.513757198159522E7 339698.0 
-9.932534955786137E7 340480.0 
-9.446095320929769E7 339628.0 
-9.334885059261271E7 339365.0 
